ImageNumber,ObjectNumber,Metadata_ChannelNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_Site,Metadata_Treatment,Metadata_Well,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_Cytoplasm_Count,Intensity_IntegratedIntensityEdge_Actin,Intensity_IntegratedIntensityEdge_DNA,Intensity_IntegratedIntensityEdge_Tubulin,Intensity_IntegratedIntensity_Actin,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_Tubulin,Intensity_LowerQuartileIntensity_Actin,Intensity_LowerQuartileIntensity_DNA,Intensity_LowerQuartileIntensity_Tubulin,Intensity_MADIntensity_Actin,Intensity_MADIntensity_DNA,Intensity_MADIntensity_Tubulin,Intensity_MassDisplacement_Actin,Intensity_MassDisplacement_DNA,Intensity_MassDisplacement_Tubulin,Intensity_MaxIntensityEdge_Actin,Intensity_MaxIntensityEdge_DNA,Intensity_MaxIntensityEdge_Tubulin,Intensity_MaxIntensity_Actin,Intensity_MaxIntensity_DNA,Intensity_MaxIntensity_Tubulin,Intensity_MeanIntensityEdge_Actin,Intensity_MeanIntensityEdge_DNA,Intensity_MeanIntensityEdge_Tubulin,Intensity_MeanIntensity_Actin,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_Tubulin,Intensity_MedianIntensity_Actin,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_Tubulin,Intensity_MinIntensityEdge_Actin,Intensity_MinIntensityEdge_DNA,Intensity_MinIntensityEdge_Tubulin,Intensity_MinIntensity_Actin,Intensity_MinIntensity_DNA,Intensity_MinIntensity_Tubulin,Intensity_StdIntensityEdge_Actin,Intensity_StdIntensityEdge_DNA,Intensity_StdIntensityEdge_Tubulin,Intensity_StdIntensity_Actin,Intensity_StdIntensity_DNA,Intensity_StdIntensity_Tubulin,Intensity_UpperQuartileIntensity_Actin,Intensity_UpperQuartileIntensity_DNA,Intensity_UpperQuartileIntensity_Tubulin,Location_CenterMassIntensity_X_Actin,Location_CenterMassIntensity_X_DNA,Location_CenterMassIntensity_X_Tubulin,Location_CenterMassIntensity_Y_Actin,Location_CenterMassIntensity_Y_DNA,Location_CenterMassIntensity_Y_Tubulin,Location_CenterMassIntensity_Z_Actin,Location_CenterMassIntensity_Z_DNA,Location_CenterMassIntensity_Z_Tubulin,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Actin,Location_MaxIntensity_X_DNA,Location_MaxIntensity_X_Tubulin,Location_MaxIntensity_Y_Actin,Location_MaxIntensity_Y_DNA,Location_MaxIntensity_Y_Tubulin,Location_MaxIntensity_Z_Actin,Location_MaxIntensity_Z_DNA,Location_MaxIntensity_Z_Tubulin,Number_Object_Number,Parent_Nuclei_Declumped,Parent_Nuclei_Filtered
1,1,nan,nan,0,0,1,DMSO,B02,4157,5621,897,85,824,8,858.2492181861919,47.54895357228771,1.3446886800496187,4363,0.46812900243198907,72.7520225661395,1,0.7395481231097669,0.7436665563088553,77.90612949240207,82.46211251235322,32.31098884280702,11.38562387307032,10.0,69.23076923076923,68.8425410321471,-34.08389287836146,265.03657992645924,0.9527847811139124,1,5.149492636322975,2.741985198110342,29.025345638394356,166.59165355935693,111.44750245660543,383.69018836319447,0.029541466385126114,0.012207217514514923,0.0788586288690567,0.010009918361902237,0.0014648661017417908,0.010498210787773132,0.2761434733464344,1.7581084539619884,0.9836958450036479,0.031006332486867905,0.013672083616256714,0.17822538316249847,0.08105592429637909,0.08764782547950745,0.19336232542991638,0.022486867407523908,0.011973734489564812,0.1267482342287963,0.04007497078647027,0.02680959885893804,0.09229978069838693,0.039063096046447754,0.013183794915676117,0.08764782547950745,0.01904325932264328,0.010009918361902237,0.08227664977312088,0.016357671469449997,0.00952162966132164,0.05908293277025223,0.001775088577969303,0.0006472662622418878,0.019255762520952076,0.012351377787991008,0.022686271268318806,0.0193417890569791,0.04956130310893059,0.045410849153995514,0.10180819779634476,858.245834599864,859.2425112059399,858.1003505447943,47.825076315312245,46.09832808208957,48.5213197280244,0.0,0.0,0.0,858.2492181861919,47.54895357228771,0,844.0,859.0,887.0,34.0,42.0,68.0,0.0,0.0,0.0,1,2,1
1,2,nan,nan,0,0,1,DMSO,B02,3603,6000,688,100,613,20,644.0358034970858,58.59894532334166,1.8188787061749303,3963,0.5678655091213556,67.73095363038078,1,0.6005,0.5497892721516225,76.7298502861598,87.23531395025755,28.0178514522438,9.711717881945479,8.54400374531753,62.01736729460423,63.15797826626546,-34.60923650048384,286.97160876900364,0.9091597274791824,1,6.004974439740181,2.9560997933149338,25.548241794109344,151.17247304692864,76.1908598318696,345.5123586319387,0.032471198588609695,0.011963073164224625,0.08471809327602386,0.009277485311031342,0.0009765774011611938,0.010620277374982834,0.5271597745474795,1.8598136786440271,0.7247580987560982,0.03930724039673805,0.013672083616256714,0.14648661017417908,0.0783703401684761,0.0634775310754776,0.14892806112766266,0.024311637407854983,0.011968015357550339,0.10343417730408641,0.04195738913320251,0.021146505643039024,0.09589574205715756,0.04077210649847984,0.01269550621509552,0.09387350454926491,0.017090104520320892,0.010254062712192535,0.024658579379320145,0.017090104520320892,0.009765774011611938,0.024658579379320145,0.004056334308786964,0.0006610667151381103,0.0315818071073894,0.012151332377278473,0.015322911583630966,0.017615979613644923,0.05127031356096268,0.023437857627868652,0.10644693672657013,644.444468842472,645.78943067848,643.8729456207716,58.93194692000646,57.97951120420809,59.30516881051479,0.0,0.0,0.0,644.0358034970858,58.59894532334166,0,632.0,653.0,618.0,72.0,60.0,45.0,0.0,0.0,0.0,2,4,2
1,3,nan,nan,0,0,1,DMSO,B02,4273,7566,348,114,270,17,311.90147437397616,73.13550198923473,1.5051671456365023,4812,0.5594829301407066,73.76010150923973,1,0.5647634152788792,0.6643780412687136,83.29379595899306,99.20181449953424,32.0,11.082861096137998,9.848857801796104,70.22703969321502,69.03738587419217,12.121315392307087,284.2914139223983,0.8879883624272652,1,5.4319676496088505,2.788616769015789,24.130739737302065,206.70750093087554,115.35771849378943,513.5505686178803,0.03833066299557686,0.011963073164224625,0.10424964129924774,0.00952162966132164,0.0014648661017417908,0.01416037231683731,0.967933261257172,0.5602226698404421,1.2915220016024391,0.029297322034835815,0.013916227966547012,0.20434881746768951,0.08471809327602386,0.0959487333893776,0.20434881746768951,0.023114755955782343,0.0118664543362374,0.10268399888213645,0.04837526349891775,0.026996891760774498,0.12018501488834082,0.049805447459220886,0.012939650565385818,0.11694514751434326,0.016601815819740295,0.009765774011611938,0.03784237429499626,0.016601815819740295,0.00952162966132164,0.03784237429499626,0.0023605981153015155,0.0006960680251224306,0.029930090967734576,0.01387655807054109,0.024083782825185897,0.02265778043200596,0.05835049971938133,0.03662165254354477,0.13354696333408356,311.8639042359372,311.34147868916676,313.1434195826817,74.10270583691921,73.11955605564616,72.78109942265752,0.0,0.0,0.0,311.90147437397616,73.13550198923473,0,328.0,310.0,300.0,73.0,77.0,18.0,0.0,0.0,0.0,3,5,3
1,4,nan,nan,0,0,1,DMSO,B02,4982,7425,604,134,529,35,562.328382175833,86.69289441991168,2.0065090372379557,5506,0.6529767844249591,79.64470736885522,1,0.670976430976431,0.4983780194563899,92.45307326365621,100.46392387319938,33.734255586866,11.378542409783439,10.0,73.56965891243304,70.0219166494302,-10.830223308615333,354.4274528917193,0.9048310933527062,1,7.974486913532019,3.6926832981407642,31.99731495976448,179.276173196733,108.32172178849578,458.5780510753393,0.027344167232513428,0.011963073164224625,0.07739376276731491,0.007324330508708954,0.0009765774011611938,0.012207217514514923,0.36880195363627266,0.714339873155386,1.778281911691045,0.05566491186618805,0.013427939265966415,0.17041276395320892,0.0800793468952179,0.0793469175696373,0.17041276395320892,0.025807401014666727,0.011950431385568816,0.10355118109956142,0.03598477984679506,0.021742617781713325,0.09204697934069436,0.03369192034006119,0.01269550621509552,0.08838025480508804,0.01879911497235298,0.009765774011611938,0.062989242374897,0.014892805367708206,0.009765774011611938,0.05127031356096268,0.005968541271972232,0.0006679921478969552,0.022746074690612184,0.010999362989849939,0.018366692697082087,0.018952821208740412,0.04296940565109253,0.0161135271191597,0.10327306389808655,562.6912368833858,562.9196288243522,562.866589962184,86.62692971561717,87.09377950942539,84.99801420698844,0.0,0.0,0.0,562.328382175833,86.69289441991168,0,580.0,562.0,529.0,83.0,88.0,67.0,0.0,0.0,0.0,4,6,4
1,5,nan,nan,0,0,1,DMSO,B02,4232,5852,531,131,455,54,497.9780245746692,93.3421550094518,1.5417758315145356,4609,0.2968245099433726,73.40537959386361,1,0.7231715652768285,0.6486027213292532,76.21378382736896,84.86459803710851,32.0,11.145514743732198,10.0,74.0214861534888,72.7789844366428,33.49218077962922,286.34419177103416,0.9182035148622261,1,6.287449453026056,3.035690851509571,26.521401211619377,170.941085383296,100.98957906290889,397.0304800719023,0.029297322034835815,0.011963073164224625,0.07788205146789551,0.010009918361902237,0.0009765774011611938,0.011963076889514923,0.6811861918879027,1.0996461483164055,1.9492789329277191,0.03930724039673805,0.01416037231683731,0.17090104520320892,0.08374151587486267,0.0949721559882164,0.18261997401714325,0.024753738004039592,0.011951538785470752,0.10441496540007629,0.04039250599794329,0.023863322084808337,0.0938162760094287,0.03930724039673805,0.01269550621509552,0.08862440288066864,0.01879911497235298,0.010009918361902237,0.06591897457838058,0.0161135271191597,0.009277485311031342,0.05883878841996193,0.004483475835795325,0.0007125273719736447,0.021962466639118373,0.013017003654132277,0.022206250860369946,0.021819340325234318,0.04931715875864029,0.017822537571191788,0.10327306389808655,498.651021769583,496.8856899664153,499.5519360097449,93.23684877194958,93.21555818833052,92.1921588560262,0.0,0.0,0.0,497.9780245746692,93.3421550094518,0,499.0,496.0,513.0,77.0,97.0,88.0,0.0,0.0,0.0,5,7,5
1,6,nan,nan,0,0,1,DMSO,B02,9525,15860,253,158,123,36,191.91464566929133,103.65123359580052,2.286589851555656,10281,0.7846900603549166,110.12541334134653,1,0.6005674653215637,0.43733247539765874,141.52348702567738,147.8681845428556,42.43819034784589,15.220841771111248,13.341664064126334,86.37631517111343,87.72875431931307,-53.79055403548792,523.1564209736038,0.9264662970528159,1,10.508949413895607,5.115556571632624,42.0245676971972,353.9358212649822,149.49031811580062,683.4757719859481,0.02880903333425522,0.011474784463644028,0.059327077120542526,0.007080186158418655,0.0007324330508708954,0.008789196610450745,1.0616747818308578,1.8887971513765787,2.5849186426227666,0.03979552909731865,0.013672083616256714,0.2392614632844925,0.08569467067718506,0.05200274661183357,0.2392614632844925,0.023883975940671834,0.01162626493552869,0.09551038112999363,0.037158616405772414,0.015694521586960695,0.07175598656020453,0.03491264209151268,0.011963073164224625,0.06591897457838058,0.018310826271772385,0.009277485311031342,0.04296940565109253,0.01733424887061119,0.008789196610450745,0.04150453954935074,0.003397485826083248,0.0006996669106784434,0.04251141345566101,0.011579541336005547,0.009606016295221871,0.020536631089809174,0.04296940565109253,0.012939650565385818,0.0786144807934761,192.3021544741851,192.8627770891209,193.974201562134,104.63966177655287,102.01764812519292,105.21329438630637,0.0,0.0,0.0,191.91464566929133,103.65123359580052,0,209.0,195.0,236.0,115.0,87.0,124.0,0.0,0.0,0.0,6,8,6
1,7,nan,nan,0,0,1,DMSO,B02,3385,6156,741,142,665,61,703.5805022156574,100.99261447562778,1.6214928839333418,3910,0.6042283796915755,65.64994942060905,1,0.5498700454840806,0.6167156266355277,75.98501021612572,86.92525524840292,27.294688127912362,9.368202544596782,8.06225774829855,61.64705882352941,60.54570606278681,38.941405119415315,262.62846301849606,0.8657289002557544,1,6.042816814035177,2.679728388786316,21.354818306863308,145.615503706038,74.02236972749233,310.0469734631479,0.0312504768371582,0.012207217514514923,0.0795910581946373,0.01098649576306343,0.0012207217514514923,0.009521625936031342,0.8641049378027035,1.7100629012194366,1.4806704066748413,0.0639658197760582,0.013916227966547012,0.21997405588626862,0.08667124807834625,0.06738384068012238,0.21997405588626862,0.027343062506946503,0.012125467822562516,0.09662813713512809,0.043017874063822154,0.02186776062850586,0.09159437916193439,0.04248111695051193,0.012939650565385818,0.08838025480508804,0.01904325932264328,0.010742351412773132,0.032715342938899994,0.01757839322090149,0.00952162966132164,0.032715342938899994,0.008564567764377688,0.0006530507424065569,0.029161982206310198,0.013553173416555413,0.016022703651140245,0.018142370994103794,0.053223468363285065,0.026367589831352234,0.09887846559286118,702.7345279760656,704.664020369428,703.9916948285645,100.81653230877912,99.6696240990277,102.41504390737236,0.0,0.0,0.0,703.5805022156574,100.99261447562778,0,692.0,702.0,721.0,97.0,108.0,141.0,0.0,0.0,0.0,7,9,7
1,8,nan,nan,0,0,1,DMSO,B02,4977,7650,990,156,888,81,945.0389793048021,119.86276873618645,1.6271339607599749,5475,0.632965718970306,79.60473110404246,1,0.6505882352941177,0.6145775480790386,92.26181567651982,103.31505214633539,34.058772731852805,11.877938539975652,10.295630140987,70.82779447779124,71.4272361460815,-85.11428221804364,319.0071426749364,0.9090410958904109,1,6.446875713765621,3.3003433272242546,28.233341470360756,195.024460606277,122.24087980762124,439.5003678165376,0.029297322034835815,0.011963073164224625,0.07714961469173431,0.008545052260160446,0.0009765774011611938,0.009765774011611938,0.7271840462231616,2.866680450705244,1.712482772565628,0.02880903333425522,0.013916227966547012,0.16577401757240295,0.09228656440973282,0.08398565649986267,0.1765163689851761,0.023190200409228853,0.011871738587137607,0.10155878226748473,0.03918514378265561,0.024561157285035412,0.08830628246263565,0.037354085594415665,0.01269550621509552,0.08618295937776566,0.018310826271772385,0.010254062712192535,0.031006332486867905,0.018310826271772385,0.008789196610450745,0.031006332486867905,0.002049675900588013,0.0006791315823097431,0.023802499434797276,0.012382857646180832,0.0211521705709245,0.016137100401739646,0.046631570905447006,0.02832074463367462,0.09692531079053879,945.3903278242857,946.5032944445505,943.68591787716,120.49944043725236,117.3982935429741,120.9124458386143,0.0,0.0,0.0,945.0389793048021,119.86276873618645,0,936.0,940.0,898.0,129.0,114.0,133.0,0.0,0.0,0.0,8,10,8
1,9,nan,nan,0,0,1,DMSO,B02,3830,5625,799,176,724,101,760.3866840731071,134.71618798955615,1.7167947860436825,4144,0.7274343107714974,69.83199450349154,1,0.6808888888888889,0.5824807997608608,85.09062552814184,96.54014708917737,28.844410203711913,10.493318561728582,9.219544457292887,57.88095104939122,58.387257941915344,-40.19721380943163,287.45079348883235,0.9242277992277992,1,7.438834212720394,3.0549782551825047,27.394949719309807,151.04209976270795,78.8879224807024,374.0918962620199,0.03137254901230335,0.011963073164224625,0.08398565649986267,0.007568474858999252,0.0009765774011611938,0.013183794915676117,0.6741106599722876,4.132753215424559,2.1819288138456407,0.06713970005512238,0.01440451666712761,0.16089113056659698,0.0791027694940567,0.06469825655221939,0.22729839384555817,0.029519183383811088,0.012122929584057559,0.10871011793376907,0.0394365795725086,0.020597368793917076,0.09767412435039684,0.03930724039673805,0.01269550621509552,0.09643702208995819,0.01879911497235298,0.010254062712192535,0.0639658197760582,0.015136949717998505,0.009033340960741043,0.04589913785457611,0.009428250171371893,0.0007610928363363955,0.017045061536774157,0.010725843372965107,0.014834482480089744,0.022407700925250896,0.04638742655515671,0.01904325932264328,0.1104753203690052,760.7610783932857,763.893417306284,759.4758686276718,134.15560429829657,132.52930180803364,136.69892059206373,0.0,0.0,0.0,760.3866840731071,134.71618798955615,0,768.0,764.0,781.0,148.0,140.0,141.0,0.0,0.0,0.0,9,11,9
1,10,nan,nan,0,0,1,DMSO,B02,3775,5893,652,171,569,100,614.3162913907285,134.70913907284768,1.5130041788104849,4048,0.5280503875603745,69.3287767191607,1,0.6405905311386391,0.6609367072509966,76.4407032130693,82.15229759416349,30.364452901377952,10.534975968099848,9.219544457292887,64.5998892321093,64.91444199542275,71.63621914036855,267.90663761154804,0.9325592885375494,1,7.278675518929958,2.8093690387904644,24.483039911836386,158.5500272102654,86.56455336511135,356.87337194383144,0.03295948728919029,0.012207217514514923,0.0800793468952179,0.00781261920928955,0.0012207217514514923,0.010742351412773132,2.8018396759025324,3.1013165181329834,1.7853265906308484,0.062745101749897,0.0156252384185791,0.27685970067977905,0.08715953677892685,0.07397574186325073,0.27685970067977905,0.03249408713808017,0.012541826066028858,0.10929928532069814,0.042000007208017325,0.022931007513936782,0.09453599256790236,0.040283817797899246,0.013183794915676117,0.08984512090682983,0.01757839322090149,0.010009918361902237,0.02856488898396492,0.01757839322090149,0.009765774011611938,0.02856488898396492,0.010998031280414848,0.0009481308448355811,0.04025147896241835,0.012727275049185895,0.016545168092995114,0.02282641847231322,0.04907301440834999,0.03491264209151268,0.10205233842134476,611.5270975936011,612.2922104089179,614.304001888391,134.97504042960944,137.05887529734548,136.49442336487118,0.0,0.0,0.0,614.3162913907285,134.70913907284768,0,598.0,614.0,600.0,124.0,145.0,160.0,0.0,0.0,0.0,10,12,10
